airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI,Bangalore,Morning,1,Night,Hyderabad,Business,13.17,8,56476
Vistara,UK,Hyderabad,Early_Morning,1,Evening,Mumbai,Economy,10.83,6,11319
AirAsia,I5,Bangalore,Night,1,Late_Night,Delhi,Economy,5.0,11,11164
Indigo,6E,Mumbai,Afternoon,0,Evening,Chennai,Economy,1.92,15,6468
Vistara,UK,Kolkata,Early_Morning,1,Evening,Hyderabad,Business,9.83,46,52175
Air_India,AI,Kolkata,Early_Morning,1,Evening,Bangalore,Economy,9.33,8,10164
Air_India,AI,Mumbai,Evening,1,Evening,Kolkata,Business,25.17,11,57666
AirAsia,I5,Kolkata,Evening,1,Early_Morning,Mumbai,Economy,10.58,12,3987
AirAsia,I5,Delhi,Night,1,Morning,Kolkata,Economy,12.25,47,3175
Vistara,UK,Mumbai,Early_Morning,1,Night,Bangalore,Business,13.92,23,62448
Air_India,AI,Kolkata,Morning,1,Night,Delhi,Economy,14.08,25,6339
Air_India,AI,Bangalore,Evening,1,Night,Delhi,Economy,25.25,17,4609
Air_India,AI,Mumbai,Early_Morning,1,Night,Chennai,Economy,16.5,25,4417
Indigo,6E,Delhi,Early_Morning,1,Afternoon,Kolkata,Economy,6.58,21,4293
Vistara,UK,Kolkata,Morning,1,Evening,Delhi,Business,6.5,46,66063
Indigo,6E,Mumbai,Early_Morning,1,Morning,Hyderabad,Economy,3.42,3,8306
SpiceJet,SG,Bangalore,Morning,1,Evening,Delhi,Economy,10.17,26,5654
Vistara,UK,Mumbai,Morning,1,Evening,Kolkata,Economy,9.17,28,5949
Vistara,UK,Chennai,Night,1,Evening,Mumbai,Economy,19.42,10,13122
Vistara,UK,Mumbai,Early_Morning,1,Night,Delhi,Business,15.42,45,53152
Indigo,6E,Bangalore,Morning,1,Afternoon,Kolkata,Economy,4.67,16,10587
Air_India,AI,Chennai,Evening,1,Evening,Mumbai,Business,27.0,26,49553
Vistara,UK,Hyderabad,Early_Morning,1,Night,Mumbai,Economy,16.0,22,4416
Indigo,6E,Kolkata,Night,1,Early_Morning,Chennai,Economy,6.58,14,6489
SpiceJet,SG,Mumbai,Night,0,Night,Delhi,Economy,2.17,10,5943
Vistara,UK,Chennai,Early_Morning,1,Evening,Delhi,Economy,9.92,33,5206
Air_India,AI,Mumbai,Early_Morning,1,Morning,Chennai,Economy,25.83,14,9201
Air_India,AI,Delhi,Evening,1,Night,Chennai,Economy,6.25,17,6835
GO_FIRST,G8,Kolkata,Early_Morning,1,Afternoon,Mumbai,Economy,9.58,28,5888
Air_India,AI,Kolkata,Early_Morning,1,Evening,Chennai,Economy,12.0,20,5915
Air_India,AI,Hyderabad,Morning,1,Early_Morning,Kolkata,Business,19.67,28,36660
Vistara,UK,Hyderabad,Morning,2,Evening,Bangalore,Economy,8.92,17,7190
Indigo,6E,Chennai,Night,0,Night,Bangalore,Economy,1.17,9,3362
Vistara,UK,Hyderabad,Morning,2,Night,Bangalore,Economy,13.0,33,6461
Indigo,6E,Chennai,Morning,1,Evening,Hyderabad,Economy,7.92,34,1105
Indigo,6E,Delhi,Morning,1,Evening,Bangalore,Economy,7.75,16,5588
Air_India,AI,Bangalore,Early_Morning,1,Night,Mumbai,Economy,15.5,12,9277
Vistara,UK,Bangalore,Morning,1,Evening,Chennai,Economy,10.17,39,9090
Air_India,AI,Mumbai,Night,1,Afternoon,Delhi,Business,16.0,9,59021
Vistara,UK,Hyderabad,Morning,2,Night,Chennai,Economy,9.25,46,7677
Vistara,UK,Kolkata,Afternoon,1,Afternoon,Hyderabad,Economy,21.25,26,5632
Air_India,AI,Mumbai,Early_Morning,1,Night,Bangalore,Economy,13.0,22,6502
Vistara,UK,Delhi,Afternoon,1,Night,Chennai,Business,8.75,12,45672
Vistara,UK,Delhi,Afternoon,1,Morning,Bangalore,Economy,18.5,3,10785
GO_FIRST,G8,Kolkata,Afternoon,1,Night,Delhi,Economy,5.5,46,6294
Vistara,UK,Delhi,Evening,1,Night,Mumbai,Business,26.67,3,82816
Vistara,UK,Hyderabad,Night,1,Morning,Chennai,Economy,14.25,14,8641
Vistara,UK,Chennai,Night,1,Morning,Bangalore,Economy,14.25,5,9284
Vistara,UK,Delhi,Early_Morning,1,Evening,Bangalore,Economy,12.0,10,9840
Vistara,UK,Bangalore,Night,1,Morning,Delhi,Business,10.92,41,50361
Vistara,UK,Delhi,Night,1,Morning,Mumbai,Business,13.58,17,71056
Air_India,AI,Kolkata,Afternoon,1,Morning,Delhi,Business,18.17,35,48079
GO_FIRST,G8,Delhi,Afternoon,1,Night,Bangalore,Economy,8.42,36,4020
Vistara,UK,Kolkata,Afternoon,1,Night,Mumbai,Business,30.25,43,84857
Indigo,6E,Bangalore,Afternoon,1,Night,Mumbai,Economy,8.67,16,4819
Air_India,AI,Hyderabad,Afternoon,1,Afternoon,Chennai,Business,23.67,4,51595
Air_India,AI,Mumbai,Early_Morning,1,Night,Kolkata,Business,15.33,12,49725
Vistara,UK,Mumbai,Morning,1,Evening,Chennai,Business,7.58,22,64173
Vistara,UK,Mumbai,Evening,1,Evening,Bangalore,Economy,21.25,24,6450
GO_FIRST,G8,Mumbai,Early_Morning,1,Evening,Bangalore,Economy,14.33,35,7332
Air_India,AI,Mumbai,Early_Morning,2,Morning,Bangalore,Economy,27.92,45,8851
Vistara,UK,Delhi,Early_Morning,0,Morning,Chennai,Economy,2.75,37,2049
Vistara,UK,Chennai,Early_Morning,1,Evening,Kolkata,Economy,12.67,36,5937
GO_FIRST,G8,Chennai,Afternoon,1,Late_Night,Delhi,Economy,12.25,35,4827
Indigo,6E,Delhi,Morning,1,Afternoon,Kolkata,Economy,5.5,28,5955
AirAsia,I5,Bangalore,Afternoon,1,Evening,Mumbai,Economy,6.33,23,2203
Vistara,UK,Delhi,Early_Morning,1,Night,Chennai,Business,15.58,22,60232
Vistara,UK,Chennai,Early_Morning,1,Night,Hyderabad,Business,15.83,45,51457
Indigo,6E,Chennai,Afternoon,0,Afternoon,Bangalore,Economy,1.08,8,3362
Vistara,UK,Mumbai,Early_Morning,1,Night,Delhi,Economy,17.17,36,5224
Vistara,UK,Hyderabad,Afternoon,1,Night,Bangalore,Economy,7.0,47,6461
Vistara,UK,Kolkata,Morning,1,Night,Mumbai,Business,9.83,38,64831
Vistara,UK,Kolkata,Night,1,Evening,Hyderabad,Economy,23.5,15,8564
Air_India,AI,Delhi,Evening,1,Afternoon,Bangalore,Business,21.08,32,35490
Vistara,UK,Kolkata,Evening,0,Night,Mumbai,Business,2.75,15,31982
Indigo,6E,Hyderabad,Evening,1,Late_Night,Mumbai,Economy,5.08,15,13011
Air_India,AI,Delhi,Afternoon,1,Evening,Mumbai,Economy,6.33,26,5246
Vistara,UK,Delhi,Morning,1,Evening,Bangalore,Business,9.75,29,49177
Vistara,UK,Hyderabad,Afternoon,1,Morning,Bangalore,Economy,21.83,27,5441
Indigo,6E,Kolkata,Morning,2,Evening,Delhi,Economy,7.92,13,9471
GO_FIRST,G8,Mumbai,Early_Morning,0,Early_Morning,Bangalore,Economy,1.58,39,2124
Vistara,UK,Bangalore,Early_Morning,1,Evening,Chennai,Economy,9.33,37,6510
Air_India,AI,Hyderabad,Night,1,Evening,Mumbai,Business,23.17,8,45883
Indigo,6E,Chennai,Morning,1,Night,Kolkata,Economy,10.75,9,14020
Air_India,AI,Delhi,Morning,2,Morning,Chennai,Economy,23.92,27,6538
Air_India,AI,Mumbai,Evening,1,Evening,Bangalore,Economy,24.75,43,3951
Vistara,UK,Kolkata,Night,1,Morning,Mumbai,Business,15.17,32,56991
Vistara,UK,Mumbai,Night,1,Evening,Kolkata,Business,20.83,43,59357
Air_India,AI,Chennai,Early_Morning,1,Night,Kolkata,Economy,16.17,27,5519
Indigo,6E,Delhi,Morning,1,Evening,Chennai,Economy,6.67,25,3684
Vistara,UK,Kolkata,Night,1,Afternoon,Mumbai,Economy,17.58,32,6067
Vistara,UK,Mumbai,Evening,1,Night,Bangalore,Business,5.75,9,62448
Vistara,UK,Kolkata,Early_Morning,1,Afternoon,Mumbai,Business,6.83,29,56991
Vistara,UK,Kolkata,Evening,1,Afternoon,Hyderabad,Business,18.67,46,49207
Air_India,AI,Kolkata,Early_Morning,1,Night,Hyderabad,Business,16.58,30,52063
SpiceJet,SG,Bangalore,Morning,1,Morning,Delhi,Economy,22.67,10,12004
Indigo,6E,Bangalore,Afternoon,0,Afternoon,Chennai,Economy,1.08,12,3498
Vistara,UK,Hyderabad,Evening,1,Evening,Kolkata,Business,25.92,16,53499
Vistara,UK,Mumbai,Morning,1,Evening,Bangalore,Business,8.25,23,69168
Air_India,AI,Mumbai,Early_Morning,1,Night,Bangalore,Economy,17.42,32,3885
Vistara,UK,Bangalore,Morning,1,Evening,Kolkata,Business,8.08,11,67094
Indigo,6E,Delhi,Afternoon,1,Night,Hyderabad,Economy,8.75,35,5296
Air_India,AI,Hyderabad,Morning,1,Evening,Mumbai,Economy,29.67,18,6167
Vistara,UK,Bangalore,Evening,1,Early_Morning,Hyderabad,Business,12.83,42,37985
Vistara,UK,Mumbai,Night,0,Night,Delhi,Economy,2.08,38,2339
Vistara,UK,Delhi,Early_Morning,2,Evening,Kolkata,Business,12.42,40,72339
Vistara,UK,Chennai,Night,1,Night,Mumbai,Economy,23.0,44,5037
Vistara,UK,Delhi,Afternoon,1,Night,Hyderabad,Economy,6.67,46,5761
Vistara,UK,Delhi,Evening,1,Night,Mumbai,Business,7.33,47,53164
Vistara,UK,Chennai,Morning,1,Night,Mumbai,Business,10.0,42,80566
AirAsia,I5,Hyderabad,Night,1,Morning,Chennai,Economy,10.33,20,1776
Air_India,AI,Kolkata,Evening,0,Night,Mumbai,Business,2.83,25,31982
Vistara,UK,Kolkata,Early_Morning,1,Evening,Hyderabad,Economy,12.67,49,5760
Vistara,UK,Chennai,Early_Morning,1,Afternoon,Mumbai,Economy,7.08,10,12408
Indigo,6E,Kolkata,Evening,1,Late_Night,Delhi,Economy,7.92,16,4276
Indigo,6E,Delhi,Evening,0,Night,Bangalore,Economy,2.83,26,4500
Vistara,UK,Chennai,Early_Morning,1,Night,Mumbai,Business,15.08,18,69713
Vistara,UK,Kolkata,Evening,1,Morning,Bangalore,Economy,16.08,3,13728
Indigo,6E,Hyderabad,Afternoon,1,Night,Kolkata,Economy,5.08,30,6663
Indigo,6E,Chennai,Morning,0,Afternoon,Delhi,Economy,2.42,16,4157
Indigo,6E,Bangalore,Early_Morning,0,Morning,Delhi,Economy,3.0,2,18198
Indigo,6E,Chennai,Night,1,Early_Morning,Mumbai,Economy,9.0,10,7982
Air_India,AI,Bangalore,Morning,2,Early_Morning,Chennai,Economy,22.33,16,19081
Vistara,UK,Kolkata,Night,1,Evening,Bangalore,Business,22.42,27,60978
Vistara,UK,Kolkata,Morning,1,Early_Morning,Hyderabad,Business,21.42,44,49207
AirAsia,I5,Kolkata,Afternoon,1,Late_Night,Delhi,Economy,11.83,21,3014
Vistara,UK,Delhi,Early_Morning,1,Night,Chennai,Business,15.58,17,68184
Vistara,UK,Delhi,Night,1,Evening,Bangalore,Economy,22.92,11,9840
Vistara,UK,Hyderabad,Night,1,Morning,Delhi,Business,11.0,10,47395
Vistara,UK,Mumbai,Afternoon,1,Morning,Kolkata,Economy,17.83,10,11664
Indigo,6E,Kolkata,Early_Morning,1,Evening,Mumbai,Economy,9.5,19,7959
Vistara,UK,Chennai,Early_Morning,1,Afternoon,Mumbai,Economy,7.08,9,14014
Vistara,UK,Delhi,Night,1,Morning,Bangalore,Economy,12.17,35,4272
Air_India,AI,Kolkata,Morning,1,Morning,Hyderabad,Business,25.5,28,52063
Vistara,UK,Mumbai,Evening,2,Evening,Bangalore,Economy,26.17,28,12015
Indigo,6E,Chennai,Evening,0,Evening,Bangalore,Economy,1.08,43,1549
Indigo,6E,Kolkata,Morning,1,Evening,Delhi,Economy,7.0,48,4439
Vistara,UK,Bangalore,Morning,1,Evening,Chennai,Business,11.42,5,56040
Vistara,UK,Delhi,Afternoon,1,Evening,Chennai,Economy,5.58,43,4979
GO_FIRST,G8,Delhi,Night,0,Late_Night,Mumbai,Economy,2.25,47,2410
Indigo,6E,Kolkata,Early_Morning,1,Afternoon,Bangalore,Economy,6.5,28,4284
Vistara,UK,Hyderabad,Night,1,Night,Bangalore,Business,25.25,8,41974
Vistara,UK,Bangalore,Early_Morning,1,Night,Mumbai,Economy,15.08,34,4792
Vistara,UK,Kolkata,Evening,1,Afternoon,Hyderabad,Economy,18.67,9,12880
Vistara,UK,Bangalore,Morning,2,Evening,Hyderabad,Economy,8.42,6,16286
Vistara,UK,Hyderabad,Morning,1,Morning,Bangalore,Economy,26.25,33,5441
Indigo,6E,Mumbai,Afternoon,1,Night,Chennai,Economy,7.33,28,4327
Vistara,UK,Mumbai,Morning,0,Afternoon,Hyderabad,Business,1.5,42,17604
SpiceJet,SG,Bangalore,Early_Morning,1,Early_Morning,Mumbai,Economy,24.92,31,3990
Air_India,AI,Kolkata,Afternoon,1,Night,Mumbai,Economy,31.92,22,8401
Vistara,UK,Mumbai,Early_Morning,1,Evening,Hyderabad,Economy,13.42,40,4099
Air_India,AI,Mumbai,Afternoon,1,Morning,Chennai,Business,17.33,37,49613
GO_FIRST,G8,Hyderabad,Early_Morning,1,Evening,Kolkata,Economy,10.5,47,4613
Vistara,UK,Bangalore,Evening,1,Evening,Hyderabad,Business,21.33,37,56588
Indigo,6E,Hyderabad,Morning,1,Afternoon,Kolkata,Economy,5.42,15,5293
AirAsia,I5,Kolkata,Early_Morning,0,Early_Morning,Hyderabad,Economy,2.08,20,2850
Air_India,AI,Kolkata,Night,1,Morning,Chennai,Business,12.42,28,55983
Air_India,AI,Mumbai,Early_Morning,1,Morning,Hyderabad,Economy,4.58,42,3098
Air_India,AI,Bangalore,Night,1,Afternoon,Chennai,Business,15.67,20,60396
Vistara,UK,Bangalore,Afternoon,1,Afternoon,Delhi,Economy,24.17,44,7124
Vistara,UK,Hyderabad,Early_Morning,1,Afternoon,Mumbai,Business,7.17,41,52715
Indigo,6E,Hyderabad,Early_Morning,1,Evening,Delhi,Economy,9.25,17,6133
Vistara,UK,Delhi,Evening,1,Night,Bangalore,Business,6.08,20,50297
Vistara,UK,Delhi,Night,1,Afternoon,Hyderabad,Business,14.42,7,59649
GO_FIRST,G8,Kolkata,Early_Morning,1,Evening,Mumbai,Economy,11.58,13,7958
Indigo,6E,Kolkata,Early_Morning,2,Night,Bangalore,Economy,14.17,29,6489
Vistara,UK,Mumbai,Afternoon,1,Evening,Hyderabad,Economy,5.25,5,11129
Vistara,UK,Kolkata,Evening,1,Early_Morning,Hyderabad,Economy,14.25,40,7572
Vistara,UK,Mumbai,Afternoon,1,Night,Bangalore,Economy,8.0,48,6450
Vistara,UK,Mumbai,Early_Morning,2,Evening,Kolkata,Economy,11.33,12,16872
Air_India,AI,Delhi,Evening,1,Evening,Bangalore,Economy,23.5,45,4230
Air_India,AI,Kolkata,Morning,1,Night,Chennai,Business,13.17,24,55983
Vistara,UK,Bangalore,Evening,1,Morning,Hyderabad,Business,14.83,39,56588
Vistara,UK,Mumbai,Evening,1,Night,Chennai,Economy,24.5,13,11129
GO_FIRST,G8,Hyderabad,Night,1,Late_Night,Delhi,Economy,6.0,39,6262
Air_India,AI,Bangalore,Early_Morning,1,Night,Delhi,Economy,17.17,21,6843
Vistara,UK,Bangalore,Evening,1,Morning,Chennai,Business,14.42,45,44280
Indigo,6E,Hyderabad,Early_Morning,1,Afternoon,Bangalore,Economy,9.5,27,2737
AirAsia,I5,Kolkata,Night,1,Early_Morning,Mumbai,Economy,9.67,31,3379
Vistara,UK,Hyderabad,Evening,1,Morning,Kolkata,Economy,14.92,42,5960
Air_India,AI,Mumbai,Afternoon,1,Morning,Kolkata,Economy,16.08,20,6840
Vistara,UK,Delhi,Night,1,Morning,Chennai,Economy,12.17,36,4979
AirAsia,I5,Kolkata,Early_Morning,1,Night,Bangalore,Economy,15.92,47,3862
Air_India,AI,Bangalore,Morning,1,Evening,Mumbai,Business,9.58,11,54684
Vistara,UK,Kolkata,Morning,1,Night,Delhi,Economy,11.17,15,17996
GO_FIRST,G8,Kolkata,Evening,1,Early_Morning,Mumbai,Economy,14.58,36,5507
Indigo,6E,Delhi,Late_Night,1,Morning,Kolkata,Economy,7.08,13,5955
Vistara,UK,Delhi,Night,1,Evening,Kolkata,Business,20.17,43,53209
Indigo,6E,Bangalore,Evening,1,Night,Kolkata,Economy,6.33,8,10848
GO_FIRST,G8,Mumbai,Night,1,Early_Morning,Kolkata,Economy,10.58,49,5817
Vistara,UK,Hyderabad,Early_Morning,1,Night,Bangalore,Economy,16.33,49,6461
AirAsia,I5,Delhi,Evening,1,Morning,Chennai,Economy,13.5,37,3918
Vistara,UK,Bangalore,Evening,1,Morning,Delhi,Economy,13.58,25,4111
Air_India,AI,Bangalore,Evening,1,Early_Morning,Chennai,Economy,12.42,44,5221
Vistara,UK,Chennai,Afternoon,1,Late_Night,Delhi,Economy,11.67,37,4971
Vistara,UK,Chennai,Early_Morning,1,Evening,Kolkata,Economy,11.17,16,12013
Vistara,UK,Chennai,Early_Morning,1,Evening,Kolkata,Business,12.92,11,54896
Air_India,AI,Hyderabad,Evening,1,Morning,Bangalore,Economy,16.67,46,5894
Vistara,UK,Hyderabad,Afternoon,1,Late_Night,Delhi,Economy,12.0,37,5656
Vistara,UK,Mumbai,Morning,1,Morning,Bangalore,Economy,22.08,39,4658
AirAsia,I5,Delhi,Early_Morning,1,Afternoon,Bangalore,Economy,7.42,31,3090
AirAsia,I5,Bangalore,Afternoon,1,Late_Night,Kolkata,Economy,12.17,39,3393
Air_India,AI,Mumbai,Morning,1,Early_Morning,Kolkata,Economy,19.75,21,5070
Vistara,UK,Hyderabad,Afternoon,1,Night,Chennai,Business,6.83,28,51707
Vistara,UK,Delhi,Morning,0,Morning,Bangalore,Business,2.75,21,32859
SpiceJet,SG,Delhi,Afternoon,1,Night,Hyderabad,Economy,5.92,35,9971
GO_FIRST,G8,Delhi,Morning,1,Night,Hyderabad,Economy,12.5,42,10355
Air_India,AI,Hyderabad,Night,1,Evening,Kolkata,Business,22.33,34,51707
Vistara,UK,Delhi,Evening,1,Evening,Chennai,Business,24.92,44,60232
Vistara,UK,Mumbai,Evening,1,Night,Chennai,Economy,24.5,22,4348
Vistara,UK,Bangalore,Evening,1,Night,Hyderabad,Business,25.92,40,37985
Air_India,AI,Mumbai,Early_Morning,1,Night,Delhi,Economy,16.83,25,5798
GO_FIRST,G8,Bangalore,Evening,1,Morning,Mumbai,Economy,13.83,21,5177
Vistara,UK,Mumbai,Early_Morning,1,Afternoon,Delhi,Business,6.67,46,53152
GO_FIRST,G8,Bangalore,Morning,1,Evening,Delhi,Economy,8.5,8,7487
Air_India,AI,Delhi,Evening,1,Night,Hyderabad,Economy,26.58,6,9840
Air_India,AI,Mumbai,Early_Morning,1,Afternoon,Kolkata,Business,7.42,30,49725
Vistara,UK,Chennai,Early_Morning,1,Night,Bangalore,Business,15.75,15,60260
Air_India,AI,Delhi,Early_Morning,1,Afternoon,Chennai,Economy,8.42,12,18283
Air_India,AI,Bangalore,Evening,1,Morning,Mumbai,Economy,15.25,22,6158
Vistara,UK,Hyderabad,Afternoon,1,Evening,Delhi,Business,6.83,35,47395
Indigo,6E,Bangalore,Morning,1,Evening,Delhi,Economy,7.17,38,3521
Vistara,UK,Chennai,Early_Morning,1,Evening,Hyderabad,Business,10.08,17,51457
Indigo,6E,Hyderabad,Morning,0,Morning,Mumbai,Economy,1.58,20,3096
Vistara,UK,Chennai,Early_Morning,1,Evening,Delhi,Business,12.75,47,53440
Air_India,AI,Kolkata,Morning,1,Evening,Mumbai,Business,7.58,21,50271
Vistara,UK,Delhi,Evening,0,Night,Mumbai,Economy,2.17,35,2700
Air_India,AI,Chennai,Evening,1,Morning,Mumbai,Economy,16.08,31,5092
Vistara,UK,Hyderabad,Afternoon,1,Morning,Kolkata,Business,20.75,42,48851
Vistara,UK,Mumbai,Afternoon,1,Evening,Bangalore,Economy,6.42,46,6450
Indigo,6E,Mumbai,Evening,1,Late_Night,Delhi,Economy,6.83,41,2339
Vistara,UK,Delhi,Evening,1,Morning,Chennai,Business,13.0,26,65832
Vistara,UK,Chennai,Morning,1,Night,Kolkata,Economy,12.0,42,5937
Vistara,UK,Hyderabad,Night,1,Evening,Chennai,Business,19.75,6,51707
Indigo,6E,Delhi,Night,0,Night,Mumbai,Economy,2.25,26,3001
GO_FIRST,G8,Kolkata,Early_Morning,1,Night,Mumbai,Economy,15.92,18,5888
Vistara,UK,Bangalore,Morning,1,Night,Delhi,Business,13.42,20,65033
AirAsia,I5,Bangalore,Early_Morning,1,Evening,Hyderabad,Economy,13.83,49,2767
Vistara,UK,Bangalore,Evening,1,Morning,Delhi,Business,16.0,14,57081
Vistara,UK,Delhi,Morning,1,Night,Bangalore,Economy,9.25,32,4496
Air_India,AI,Hyderabad,Morning,1,Morning,Mumbai,Economy,21.75,22,4783
Vistara,UK,Bangalore,Morning,1,Evening,Kolkata,Economy,6.58,49,8112
Vistara,UK,Mumbai,Early_Morning,1,Afternoon,Delhi,Economy,5.67,14,12138
GO_FIRST,G8,Kolkata,Afternoon,1,Night,Mumbai,Economy,9.42,40,5790
Vistara,UK,Delhi,Morning,1,Evening,Kolkata,Economy,8.25,19,6840
Vistara,UK,Kolkata,Morning,1,Evening,Delhi,Business,6.5,19,66063
Indigo,6E,Kolkata,Night,1,Morning,Bangalore,Economy,8.92,13,6489
Indigo,6E,Bangalore,Morning,1,Evening,Hyderabad,Economy,6.17,23,3105
Air_India,AI,Delhi,Afternoon,1,Night,Hyderabad,Economy,6.75,31,5950
Vistara,UK,Chennai,Early_Morning,1,Evening,Kolkata,Business,11.17,10,73297
GO_FIRST,G8,Mumbai,Morning,1,Evening,Delhi,Economy,6.92,11,5942
Air_India,AI,Mumbai,Morning,1,Morning,Hyderabad,Economy,24.92,32,3098
Air_India,AI,Mumbai,Early_Morning,1,Morning,Kolkata,Economy,24.08,26,5685
Vistara,UK,Hyderabad,Early_Morning,1,Afternoon,Bangalore,Economy,9.17,43,12232
Vistara,UK,Bangalore,Early_Morning,0,Morning,Delhi,Economy,2.67,41,4502
GO_FIRST,G8,Delhi,Afternoon,1,Night,Bangalore,Economy,7.75,13,7424
Vistara,UK,Chennai,Night,2,Night,Hyderabad,Economy,24.42,48,6015
Vistara,UK,Delhi,Early_Morning,1,Morning,Chennai,Economy,6.08,29,5098
Air_India,AI,Bangalore,Night,1,Morning,Chennai,Economy,11.92,27,6444
Vistara,UK,Bangalore,Early_Morning,1,Night,Chennai,Economy,14.75,29,6412
Vistara,UK,Mumbai,Afternoon,2,Evening,Hyderabad,Business,7.67,4,61071
Indigo,6E,Kolkata,Afternoon,1,Night,Delhi,Economy,9.92,1,9419
Vistara,UK,Delhi,Morning,1,Evening,Kolkata,Economy,9.58,49,6578
Vistara,UK,Mumbai,Early_Morning,1,Night,Chennai,Business,15.25,41,64173
Vistara,UK,Mumbai,Morning,1,Morning,Chennai,Economy,23.5,47,3998
Air_India,AI,Delhi,Morning,0,Morning,Hyderabad,Business,2.17,35,23944
Vistara,UK,Delhi,Early_Morning,1,Night,Mumbai,Business,15.5,28,41281
Vistara,UK,Kolkata,Night,1,Morning,Bangalore,Business,12.25,39,60978
Vistara,UK,Hyderabad,Morning,1,Late_Night,Delhi,Business,15.67,42,51875
Air_India,AI,Mumbai,Afternoon,1,Night,Hyderabad,Economy,7.58,45,6349
Air_India,AI,Chennai,Night,1,Night,Mumbai,Business,24.92,2,56943
Air_India,AI,Bangalore,Evening,2,Morning,Chennai,Economy,15.92,31,5788
AirAsia,I5,Delhi,Early_Morning,1,Evening,Chennai,Economy,9.42,34,1998
Vistara,UK,Chennai,Early_Morning,1,Night,Hyderabad,Business,13.92,49,41064
Vistara,UK,Delhi,Evening,0,Night,Bangalore,Economy,2.83,41,4501
GO_FIRST,G8,Delhi,Morning,1,Afternoon,Bangalore,Economy,6.5,24,6908
Indigo,6E,Delhi,Early_Morning,2,Morning,Kolkata,Economy,6.75,26,6008
Air_India,AI,Delhi,Evening,1,Afternoon,Kolkata,Business,18.33,39,53209
Vistara,UK,Mumbai,Evening,1,Evening,Kolkata,Business,23.83,17,74365
Indigo,6E,Hyderabad,Afternoon,1,Evening,Delhi,Economy,5.25,25,4746
Air_India,AI,Delhi,Early_Morning,0,Morning,Kolkata,Business,2.17,10,27976
Vistara,UK,Delhi,Early_Morning,1,Afternoon,Mumbai,Economy,7.0,36,5227
Vistara,UK,Mumbai,Early_Morning,1,Night,Chennai,Business,15.25,30,64173
Air_India,AI,Hyderabad,Morning,1,Night,Chennai,Economy,12.25,21,4229
Air_India,AI,Hyderabad,Morning,1,Night,Mumbai,Business,9.92,24,45883
Vistara,UK,Chennai,Night,1,Afternoon,Mumbai,Business,16.92,49,56273
Indigo,6E,Chennai,Morning,1,Evening,Mumbai,Economy,9.33,18,4476
Vistara,UK,Mumbai,Night,1,Morning,Delhi,Economy,12.67,45,6122
Vistara,UK,Bangalore,Evening,1,Evening,Kolkata,Business,25.5,21,51817
Air_India,AI,Hyderabad,Morning,1,Night,Bangalore,Business,8.75,38,56590
Vistara,UK,Delhi,Evening,2,Evening,Kolkata,Economy,23.17,34,9349
Indigo,6E,Chennai,Morning,0,Afternoon,Delhi,Economy,2.83,46,3093
Vistara,UK,Delhi,Evening,1,Morning,Mumbai,Business,18.33,26,36577
Air_India,AI,Mumbai,Morning,1,Morning,Kolkata,Economy,22.08,31,6000
Vistara,UK,Delhi,Afternoon,1,Evening,Kolkata,Business,5.58,36,53209
AirAsia,I5,Chennai,Evening,1,Night,Delhi,Economy,6.17,11,7353
GO_FIRST,G8,Bangalore,Early_Morning,1,Night,Mumbai,Economy,15.92,36,6389
Air_India,AI,Mumbai,Morning,1,Morning,Delhi,Economy,21.33,40,3489
Air_India,AI,Bangalore,Early_Morning,1,Afternoon,Delhi,Business,5.5,35,42521
Air_India,AI,Chennai,Evening,1,Night,Delhi,Economy,31.83,33,6466
GO_FIRST,G8,Kolkata,Evening,0,Night,Hyderabad,Economy,2.17,28,2437
Indigo,6E,Bangalore,Afternoon,1,Night,Hyderabad,Economy,8.08,20,4338
Vistara,UK,Mumbai,Morning,1,Evening,Kolkata,Economy,7.67,19,6159
Vistara,UK,Bangalore,Early_Morning,1,Evening,Chennai,Economy,13.25,17,5731
Indigo,6E,Mumbai,Evening,1,Late_Night,Chennai,Economy,4.5,14,8043
Air_India,AI,Delhi,Afternoon,1,Afternoon,Mumbai,Economy,26.17,17,5231
Indigo,6E,Mumbai,Early_Morning,0,Morning,Chennai,Economy,2.0,33,3000
Vistara,UK,Kolkata,Night,1,Morning,Mumbai,Business,15.17,21,56991
Vistara,UK,Mumbai,Night,1,Evening,Kolkata,Economy,20.83,18,6159
Vistara,UK,Hyderabad,Night,1,Evening,Chennai,Economy,22.33,21,7127
Air_India,AI,Delhi,Morning,0,Afternoon,Chennai,Economy,2.83,19,2343
Vistara,UK,Mumbai,Early_Morning,1,Night,Delhi,Economy,14.17,13,12978
Vistara,UK,Delhi,Evening,2,Morning,Kolkata,Business,16.5,6,67635
Vistara,UK,Chennai,Night,1,Evening,Kolkata,Business,23.42,18,54896
SpiceJet,SG,Mumbai,Early_Morning,1,Morning,Delhi,Economy,4.75,30,3342
Air_India,AI,Mumbai,Afternoon,1,Morning,Hyderabad,Economy,20.33,19,4173
Indigo,6E,Kolkata,Morning,1,Evening,Delhi,Economy,7.33,33,4439
Vistara,UK,Bangalore,Morning,1,Evening,Kolkata,Business,7.42,48,51817
Vistara,UK,Chennai,Morning,1,Evening,Bangalore,Business,8.0,36,44144
